1667036933.570	req1	75891	0	0	0	0	0	0	0	0	200
1667036934.367	req1	4470	0	0	0	0	0	0	0	0	200
1667036934.987	req1	7822	0	0	0	0	0	0	0	0	200
1667036935.507	req1	5779	0	0	0	0	0	0	0	0	200
1667036935.967	req1	4596	0	0	0	0	0	0	0	0	200
1667036936.376	req1	8532	0	0	0	0	0	0	0	0	200
1667036936.754	req1	3804	0	0	0	0	0	0	0	0	200
1667036937.107	req1	4532	0	0	0	0	0	0	0	0	200
1667036937.437	req1	1950	0	0	0	0	0	0	0	0	200
1667036937.752	req1	4013	0	0	0	0	0	0	0	0	200
1667036938.047	req1	5541	0	0	0	0	0	0	0	0	200
1667036938.330	req1	5433	0	0	0	0	0	0	0	0	200
1667036938.602	req1	4319	0	0	0	0	0	0	0	0	200
1667036938.863	req1	6909	0	0	0	0	0	0	0	0	200
1667036939.116	req1	2889	0	0	0	0	0	0	0	0	200
1667036939.360	req1	2898	0	0	0	0	0	0	0	0	200
1667036939.600	req1	4727	0	0	0	0	0	0	0	0	200
1667036939.829	req1	14192	0	0	0	0	0	0	0	0	200
1667036940.050	req1	4372	0	0	0	0	0	0	0	0	200
1667036940.266	req1	6272	0	0	0	0	0	0	0	0	200
1667036940.479	req1	4479	0	0	0	0	0	0	0	0	200
1667036940.689	req1	10573	0	0	0	0	0	0	0	0	200
1667036940.889	req1	8532	0	0	0	0	0	0	0	0	200
1667036941.086	req1	3341	0	0	0	0	0	0	0	0	200
1667036941.281	req1	4536	0	0	0	0	0	0	0	0	200
1667036941.471	req1	4037	0	0	0	0	0	0	0	0	200
1667036941.658	req1	5611	0	0	0	0	0	0	0	0	200
1667036941.840	req1	4466	0	0	0	0	0	0	0	0	200
1667036942.020	req1	4519	0	0	0	0	0	0	0	0	200
1667036942.196	req1	4912	0	0	0	0	0	0	0	0	200
1667036942.370	req1	4396	0	0	0	0	0	0	0	0	200
1667036942.541	req1	3040	0	0	0	0	0	0	0	0	200
1667036942.712	req1	30623	0	0	0	0	0	0	0	0	200
1667036942.876	req1	14699	0	0	0	0	0	0	0	0	200
1667036943.038	req1	19432	0	0	0	0	0	0	0	0	200
1667036943.199	req1	92128	0	0	0	0	0	0	0	0	200
1667036943.358	req1	14150	0	0	0	0	0	0	0	0	200
1667036943.515	req1	4663	0	0	0	0	0	0	0	0	200
1667036943.672	req1	9326	0	0	0	0	0	0	0	0	200
1667036943.822	req1	8449	0	0	0	0	0	0	0	0	200
1667036943.974	req1	5363	0	0	0	0	0	0	0	0	200
1667036944.123	req1	6638	0	0	0	0	0	0	0	0	200
1667036944.271	req1	3090	0	0	0	0	0	0	0	0	200
1667036944.415	req1	5572	0	0	0	0	0	0	0	0	200
1667036944.558	req1	23105	0	0	0	0	0	0	0	0	200
1667036944.707	req1	7827	0	0	0	0	0	0	0	0	200
1667036944.842	req1	2698	0	0	0	0	0	0	0	0	200
1667036944.980	req1	5445	0	0	0	0	0	0	0	0	200
1667036945.120	req1	7051	0	0	0	0	0	0	0	0	200
1667036945.257	req1	4760	0	0	0	0	0	0	0	0	200
1667036945.390	req1	2984	0	0	0	0	0	0	0	0	200
1667036945.524	req1	3784	0	0	0	0	0	0	0	0	200
1667036945.659	req1	10935	0	0	0	0	0	0	0	0	200
1667036945.787	req1	3453	0	0	0	0	0	0	0	0	200
1667036945.916	req1	2550	0	0	0	0	0	0	0	0	200
1667036946.045	req1	23140	0	0	0	0	0	0	0	0	200
1667036946.173	req1	3549	0	0	0	0	0	0	0	0	200
1667036946.299	req1	6836	0	0	0	0	0	0	0	0	200
1667036946.424	req1	7112	0	0	0	0	0	0	0	0	200
1667036946.549	req1	2236	0	0	0	0	0	0	0	0	200
1667036946.674	req1	6613	0	0	0	0	0	0	0	0	200
1667036946.795	req1	2755	0	0	0	0	0	0	0	0	200
1667036946.928	req1	26189	0	0	0	0	0	0	0	0	200
1667036947.036	req1	22365	0	0	0	0	0	0	0	0	200
1667036947.155	req1	4332	0	0	0	0	0	0	0	0	200
1667036947.275	req1	8031	0	0	0	0	0	0	0	0	200
1667036947.727	req1	306445	0	0	0	0	0	0	0	0	200
1667036947.727	req1	313629	0	0	0	0	0	0	0	0	200
1667036947.983	req1	101320	0	0	0	0	0	0	0	0	200
1667036947.988	req1	98856	0	0	0	0	0	0	0	0	200
1667036948.084	req1	22312	0	0	0	0	0	0	0	0	200
1667036947.723	req1	399565	0	0	0	0	0	0	0	0	200
1667036948.340	req1	17248	0	0	0	0	0	0	0	0	200
1667036948.308	req1	68907	0	0	0	0	0	0	0	0	200
1667036948.416	req1	141524	0	0	0	0	0	0	0	0	200
1667036947.747	req1	810385	0	0	0	0	0	0	0	0	200
1667036948.558	req1	13762	0	0	0	0	0	0	0	0	200
1667036948.699	req1	250981	0	0	0	0	0	0	0	0	200
1667036948.937	req1	139277	0	0	0	0	0	0	0	0	200
1667036948.797	req1	280946	0	0	0	0	0	0	0	0	200
1667036948.979	req1	100790	0	0	0	0	0	0	0	0	200
1667036949.080	req1	42605	0	0	0	0	0	0	0	0	200
1667036949.301	req1	7461	0	0	0	0	0	0	0	0	200
1667036949.308	req1	4271	0	0	0	0	0	0	0	0	200
1667036949.381	req1	40189	0	0	0	0	0	0	0	0	200
1667036949.542	req1	24589	0	0	0	0	0	0	0	0	200
1667036949.582	req1	10559	0	0	0	0	0	0	0	0	200
1667036949.749	req1	9914	0	0	0	0	0	0	0	0	200
1667036949.801	req1	7543	0	0	0	0	0	0	0	0	200
1667036949.907	req1	15628	0	0	0	0	0	0	0	0	200
1667036949.995	req1	12613	0	0	0	0	0	0	0	0	200
1667036950.158	req1	46190	0	0	0	0	0	0	0	0	200
1667036950.197	req1	43336	0	0	0	0	0	0	0	0	200
1667036950.287	req1	9241	0	0	0	0	0	0	0	0	200
1667036950.388	req1	2903	0	0	0	0	0	0	0	0	200
1667036950.484	req1	12153	0	0	0	0	0	0	0	0	200
1667036950.582	req1	7938	0	0	0	0	0	0	0	0	200
1667036950.679	req1	2965	0	0	0	0	0	0	0	0	200
1667036950.775	req1	4274	0	0	0	0	0	0	0	0	200
1667036950.871	req1	3420	0	0	0	0	0	0	0	0	200
1667036950.967	req1	4542	0	0	0	0	0	0	0	0	200
1667036951.063	req1	3933	0	0	0	0	0	0	0	0	200
1667036951.157	req1	13628	0	0	0	0	0	0	0	0	200
1667036951.252	req1	6462	0	0	0	0	0	0	0	0	200
1667036951.345	req1	8343	0	0	0	0	0	0	0	0	200
1667036951.439	req1	13787	0	0	0	0	0	0	0	0	200
1667036951.531	req1	3867	0	0	0	0	0	0	0	0	200
1667036951.623	req1	4161	0	0	0	0	0	0	0	0	200
1667036951.717	req1	3005	0	0	0	0	0	0	0	0	200
1667036951.809	req1	14437	0	0	0	0	0	0	0	0	200
1667036951.899	req1	4437	0	0	0	0	0	0	0	0	200
1667036951.990	req1	2295	0	0	0	0	0	0	0	0	200
1667036952.080	req1	5141	0	0	0	0	0	0	0	0	200
1667036952.169	req1	4291	0	0	0	0	0	0	0	0	200
1667036952.259	req1	4267	0	0	0	0	0	0	0	0	200
1667036952.351	req1	5894	0	0	0	0	0	0	0	0	200
1667036952.437	req1	4948	0	0	0	0	0	0	0	0	200
1667036952.528	req1	10145	0	0	0	0	0	0	0	0	200
1667036952.661	req1	14683	0	0	0	0	0	0	0	0	200
1667036952.704	req1	6716	0	0	0	0	0	0	0	0	200
1667036952.788	req1	9070	0	0	0	0	0	0	0	0	200
1667036952.876	req1	12889	0	0	0	0	0	0	0	0	200
1667036952.963	req1	8848	0	0	0	0	0	0	0	0	200
1667036953.054	req1	43839	0	0	0	0	0	0	0	0	200
1667036953.149	req1	16432	0	0	0	0	0	0	0	0	200
1667036953.220	req1	17606	0	0	0	0	0	0	0	0	200
1667036953.306	req1	33498	0	0	0	0	0	0	0	0	200
1667036953.390	req1	26733	0	0	0	0	0	0	0	0	200
1667036953.476	req1	3226	0	0	0	0	0	0	0	0	200
1667036953.560	req1	27866	0	0	0	0	0	0	0	0	200
1667036953.643	req1	4412	0	0	0	0	0	0	0	0	200
1667036953.731	req1	17276	0	0	0	0	0	0	0	0	200
1667036953.811	req1	8478	0	0	0	0	0	0	0	0	200
1667036953.892	req1	4342	0	0	0	0	0	0	0	0	200
1667036953.975	req1	17452	0	0	0	0	0	0	0	0	200
1667036954.059	req1	15689	0	0	0	0	0	0	0	0	200
1667036954.140	req1	3716	0	0	0	0	0	0	0	0	200
1667036954.225	req1	5294	0	0	0	0	0	0	0	0	200
